Name,Variety,Flavors,Producer Country
"Panama - Spectrum, Savage Coffees",Green Tip Geisha,"Tropical Fruit, Peach, Sugar, Floral, Papaya, Honey, Sweet, Stone Fruit",Panama
"Panama - Parabolic, Savage Coffees",Green Tip Geisha,"Cherry, Berry, Red Grape",Panama
"Panama - Nirvana, Finca Deborah",Green Tip Geisha,"Tropical Fruit, Wine, Peach, Citrus, Fermented, Berry, Mango, Orange, Rasp Berry, Sweet, Stone Fruit",Panama
Panama - Janson Lot 62 Geisha,Green Tip Geisha,"Tropical Fruit, Tamarind, Passion Fruit, Berry, Red Apple, Cherry, Citrus",Panama
Panama - Janson Lot 152 Geisha,Green Tip Geisha,"Nut, Tropical Fruit, Orange, Citrus, Berry, Candy, Caramel, Rasp Berry, Sweet",Panama
"Panama - Horizon, Finca Deborah",Green Tip Geisha,"Tropical Fruit, Peach, Floral, Straw Berry, Flower, Berry, Orange, Citrus, Stone Fruit",Panama
"Panama - Geisha M88, Abu Coffee",Geisha,"Tropical Fruit, Lavender, Peach, Floral, Straw Berry, Berry, Mango, Stone Fruit",Panama
"Panama - Geisha M71, Abu Coffee",Geisha,"Nut, Tropical Fruit, Passion Fruit, Berry, Caramel, Rasp Berry, Apple, Sweet",Panama
Panama - Elixer Catuai - Savage Coffees,Catuai,"Tropical Fruit, Plum, Blue Berry, Berry, Banana, Cherry, Caramel, Stone Fruit",Costa Rica
Panama - Elida Geisha Washed Plano 2801,Geisha,"Tropical Fruit, Lavender, Floral, White Grape, Papaya, Honey, Sweet",Panama
Panama - Elida Geisha Natural Plano 0602,Geisha,"Berry, Sweet, Stone Fruit",Panama
Panama - Elida Geisha Natural Falda 1002,Geisha,"Tropical Fruit, Citrus, Berry, Rasp Berry, Apple, Mango, Stone Fruit",Panama
Panama - Elida Geisha Honey Loma 2501,Geisha,"Tropical Fruit, Peach, Floral, Tea, Jasmine, Citrus, Apple, Mango, Stone Fruit",Panama
Panama - Elida Estate Catuai ASD,Catuai,"Herb, Candy, Caramel, Sweet, Stone Fruit",Costa Rica
Panama - El Burro Geisha Natural Lot 16,Geisha,"Nut, Tropical Fruit, Orange, Floral, Jasmine, Straw Berry, Berry, Candy, Caramel, Citrus, Tea, Sweet",Panama
Panama - Drima Zede - Ninety Plus Coffee,Mixed Heirloom,"Tropical Fruit, Elder Flower, Floral, Passion Fruit, Chocolate, Berry, Cocoa Nib, Cherry",Ethiopia
"Panama - Don Eduardo, Savage Coffees",Green Tip Geisha,"Pomegranate, Lavender, Floral, Plum, White Grape, Stone Fruit",Panama
Panama - CCD Casa Blanca Jaramillo Nano Lot RSV 32,Geisha,"Floral, Jasmine, Sweet, Bergamot, Berry, Apricot, Honey, Citrus, Tea, Stone Fruit",Panama
"Panama - Adenium Archers Lot, Finca Deborah",Green Tip Geisha,"Tropical Fruit, Nectarine, Floral, Jasmine, Straw Berry, Pear, Berry, Citrus, Tea, Stone Fruit",Panama
Kenya - Masimba AA,"Sl28, Sl34, Batian, Ruiru 11","Tropical Fruit, Currant, Fermented, Straw Berry, Grape, Berry, Spice, Sweet",Kenya
Kenya - Kiyaka AA,"Sl28, Sl34, Batian, Ruiru 11","Nut, Tropical Fruit, Orange, Straw Berry, Blue Berry, Berry, Caramel, Citrus, Sweet",Kenya
Kenya - Kii AA,"Sl28, Sl34","Tropical Fruit, Guava, Floral, White Grape, Red Apple, Honey, Sweet",Kenya
Kenya - Kiawamururu AA,"Sl28, Sl34, Ruiru 11","Black Berry, Plum, Grape, Bergamot, Berry, Citrus, Stone Fruit",Kenya
Kenya - Karimikui AA,"Sl28, Sl34, Batian, Ruiru 11","Tropical Fruit, Tamarind, Toffee, Cherry, Berry, Red Apple, Brown Sugar, Caramel, Citrus, Sweet",Kenya
Kenya - Kainamui,"Sl28, Sl34","Milk, Currant, Sweet Cream, Plum, Bergamot, Berry, Citrus, Tea, Stone Fruit",Kenya
India - Pearl Mountain Lot RM 59,Catuai,"Dried Fruit, Date, Plum, Grape, Chocolate, Caramel, Stone Fruit",Costa Rica
Honduras - Finca Las Cascaritas Lot 90,Parainema,"Tropical Fruit, Nectarine, Straw Berry, Pear, Berry, Stone Fruit",Honduras
Honduras - Finca El Tontolo Lot 67,Parainema,"Dried Fruit, Chocolate, Apricot, Red Grape, Caramel, Sweet, Stone Fruit",Honduras
Guatemala - Pacamara Finca Cuxinales,Pacamara,"Tropical Fruit, Guava, Sweet Cream, Plum, Chocolate, Cherry, Berry, Stone Fruit",El Salvador
Guatemala - Finca La Laguna Anaerobic,Caturra,"Tropical Fruit, Passion Fruit, Berry, Cherry, Caramel, Apple",Colombia
Ethiopia - Yirgacheffe Banko Gotiti,"Kurume, Mixed Ethiopian Heirloom","Tropical Fruit, Lychee, Sweet, Blue Berry, Berry, Honey, Citrus, Mango, Stone Fruit",Ethiopia
Ethiopia - Yirgacheffe Banko Chelbesa,"Wolisho, Dega, Kurume","Tropical Fruit, Fermented, Ginger, Blue Berry, Berry, Red Apple, Spice, Apple, Ale",Ethiopia
Ethiopia - Kokose Natural,74158,"Nut, Tropical Fruit, Floral, Jasmine, Sweet, Berry, Citrus, Tea",Ethiopia
Ethiopia - Hamasho Village Anaerobic 72 Hours,74158,"Tropical Fruit, Peach, Floral, Lychee, Jasmine, Citrus, Tea, Stone Fruit",Ethiopia
Ethiopia - Gute Village,74158,"Nut, Tropical Fruit, Floral, Jasmine, Sweet, Berry, White Grape, Citrus, Tea",Ethiopia
Ethiopia - Gango Anaerobic,74158,"Tropical Fruit, Wine, Peach, Blue Berry, Berry, Melon, Sweet, Stone Fruit",Ethiopia
Ethiopia - Elto Archers Lot Natural,74158,"Tropical Fruit, Nectarine, Floral, Straw Berry, Pear, Flower, Berry, Mango, Stone Fruit",Ethiopia
Ethiopia - Elto Archers Lot Honey,74158,"Lavender, Floral, Fermented, Ginger, Sweet, Lemon, Spice, Honey, Citrus, Ale",Ethiopia
Ethiopia - Bombe Village Anaerobic 72 Hours,"74110, 74112","Tropical Fruit, Lychee, Straw Berry, Berry, Apricot, Citrus, Mango, Stone Fruit",Ethiopia
Ethiopia - Bombe Village,"74110, 74112","Tropical Fruit, Lavender, Nectarine, Floral, Lemon, Papaya, Citrus, Stone Fruit",Ethiopia
Ethiopia - Benti Nenka Guji Hambela,"Kurume, 74112","Tropical Fruit, Wine, Peach, Straw Berry, Sweet, Berry, Mango, Tea, Stone Fruit",Ethiopia
Ethiopia - Arsi Nensebo,"74158, 74112, 74110","Tropical Fruit, Tea, Peach, Stone Fruit",Ethiopia
Ethiopia - Arbegona Natural,74158,"Tropical Fruit, Sweet, Berry, Apricot, Candy, Orange, Citrus, Tea, Stone Fruit",Ethiopia
Ethiopia - Alo Village Archers Lot Washed,74158,"Tropical Fruit, Peach, Floral, Vegetal, Lemon, White Grape, Herb, Orange, Citrus, Stone Fruit",Ethiopia
Ethiopia - Alo Village Archers Lot Natural,74158,"Peach, Sugar, Straw Berry, Berry, Honey, Sweet, Stone Fruit",Ethiopia
Ethiopia - Alo Village Archers Lot Honey,74158,"Tropical Fruit, Lavender, Peach, Floral, Bergamot, Berry, Citrus, Tea, Stone Fruit",Ethiopia
Ethiopia - Alo Village Anaerobic 120 Hours,74158,"Tropical Fruit, Peach, Water Melon, Floral, Lychee, Jasmine, Tea, Stone Fruit",Ethiopia
El Salvador - Finca Majahual,Red Bourbon,"Plum, Chocolate, Brown Sugar, Caramel, Sweet, Stone Fruit",Rwanda
El Salvador - Finca El Cerro Pacamara,Pacamara,"Chocolate, Apricot, Red Apple, Honey, Caramel, Sweet, Stone Fruit",El Salvador
Ecuador - Finca Chorora,Sidra,"Tropical Fruit, Guava, Floral, Citrus, Vegetal, Lemon, Berry, Apricot, Herb, Rasp Berry, Sweet, Stone Fruit",Colombia
Costa Rica - Typica Warm Anaerobic,Typica,"Tropical Fruit, Green Apple, Straw Berry, Berry, Red Grape, Citrus",Ecuador
Costa Rica - SL28 Anaerobic,Sl28,"Black Berry, Plum, Berry, Brown Sugar, Grape Fruit, Caramel, Citrus, Sweet, Stone Fruit",Costa Rica
Costa Rica - San Isidro Anaerobic,San Isidro,"Nut, Black Berry, Sweet, Chocolate, Berry, Cherry, Wal Nut, Caramel",Costa Rica
Costa Rica - Jaules,Caturra,"Tropical Fruit, Guava, Blue Berry, Berry, Cherry, Candy, Sweet",Colombia
Costa Rica - H17 Hybrid,H17 Hybrid,"Floral, Plum, Brown Sugar, Honey, Caramel, Sweet, Stone Fruit",Costa Rica
Costa Rica - H1 Hybrid Natural,H1 Hybrid,"Nut, Tropical Fruit, Hazel Nut, Sweet, Red Apple, Caramel, Mango, Stone Fruit",Costa Rica
Costa Rica - Geisha Lot 039,Geisha,"Tropical Fruit, Peach, Chocolate, Cocoa Nib, Papaya, Honey, Caramel, Sweet, Stone Fruit",Panama
"Costa Rica - El Jardin, Black Honey",Catuai,"Plum, Chocolate, Red Grape, Apple, Stone Fruit",Costa Rica
"Costa Rica - El Jardin, Anaerobic",Catuai,"Tropical Fruit, Licorice, Sweet, Grape, Chocolate, Cocoa Nib, Herb, Citrus, Mango",Costa Rica
Costa Rica - El Jardin Geisha,Geisha,"Floral, Dried Fruit, Date, Red Grape, Honey, Caramel, Sweet",Panama
"Colombia - Villa Rosita Red, Finca El Paraiso","Castillo, F6","Tropical Fruit, Peach, Floral, Lychee, Straw Berry, Berry, Honey, Stone Fruit",Colombia
Colombia - Sidra Nano Lot 14 - La Palma Y El Tucan,Sidra,"Tropical Fruit, Floral, Jasmine, Apricot, Honey, Orange, Citrus, Tea, Sweet, Stone Fruit",Colombia
"Colombia - R03 Rose Tea, Finca El Paraiso",Castillo,"Tropical Fruit, Water Melon, Floral, Straw Berry, Flower, Berry, Tea",Colombia
Colombia - Potosi Pink Bourbon,Pink Bourbon,"Tropical Fruit, Citrus, Straw Berry, Chocolate, Berry, Red Grape, Rasp Berry, Mango",Colombia
"Colombia - P02 Red Plum, Finca El Paraiso",Castillo,"Tropical Fruit, Grape, Dill, Berry, Cherry, Rasp Berry",Colombia
Colombia - Martha Rubi Bourbon CM,Bourbon,"Tropical Fruit, Dark Chocolate, Floral, Blue Berry, Chocolate, Berry, Bread, Banana, Cherry, Sweet",Rwanda
Colombia - Mandela Vieux - Cafe Granja La Esperanza,Mandela,"Nut, Tropical Fruit, Fermented, Berry, Banana, Cherry, Caramel, Sweet",Colombia
"Colombia - M03, Finca El Paraiso",Castillo,"Nut, Floral, Chocolate, Spice, Honey, Caramel, Sweet",Colombia
Colombia - Luz Helena Salazar Peach,Castillo,"Milk, Peach, Berry, Apricot, Cream, Tea, Stone Fruit",Colombia
Colombia - Las Margaritas Geisha Hybrid Washed,Geisha,"Tropical Fruit, Sugar, Floral, Jasmine, Sweet, Flower, White Grape, Papaya, Tea",Panama
Colombia - La Esperanza Wush Wush,Wush Wush,"Tropical Fruit, Lavender, Floral, Grape, Red Apple, Orange, Citrus",Colombia
Colombia - Inmaculada Signature Geisha Lot 685,Geisha,"Wine, Floral, Jasmine, Fermented, Pear, Bergamot, Citrus, Tea",Panama
Colombia - Inmaculada Fellows Farms Lot 662,"Pink Bourbon, Castillo","Plum, Grape Fruit, Citrus, Apple, Stone Fruit",Colombia
Colombia - Inmaculada Family Reserve Geisha Lot 686,Geisha,"Peach, Nectarine, Floral, Jasmine, Sweet, Honey, Tea, Stone Fruit",Panama
Colombia - Geisha Red Honey - Cafe Granja Las Margaritas,Geisha,"Tropical Fruit, Peach, Floral, Jasmine, Apricot, Honey, Orange, Citrus, Tea, Sweet, Stone Fruit",Panama
Colombia - Geisha Nano Lot 2308 - La Palma Y El Tucan,Geisha,"Tropical Fruit, Lavender, Floral, Pear, White Grape, Apple, Mango, Stone Fruit",Panama
Colombia - Geisha Nano Lot 2304 - La Palma Y El Tucan,Geisha,"Tropical Fruit, Floral, Jasmine, Bergamot, Honey, Orange, Citrus, Tea",Panama
Colombia - Geisha Nano Lot 002 - La Palma Y El Tucan,Geisha,"Peach, Floral, Straw Berry, Flower, Grape, Berry, Candy, Sweet, Stone Fruit",Panama
Colombia - Finca Julia Natural,Caturra,"Nut, Sweet, Berry, Red Apple, Brown Sugar, Wal Nut, Caramel",Colombia
Colombia - Finca Julia Anaerobic,Castillo,"Tropical Fruit, Tamarind, Passion Fruit, Chocolate, Berry, Cherry, Citrus",Colombia
Colombia - Finca El Topacio Tabi,Tabi,"Nut, Dried Fruit, Caramel, Sweet, Brown Sugar, Wal Nut, Apple, Raisin",Colombia
Colombia - El Vergel Geisha Clouds,Geisha,"Lavender, Floral, Berry, Red Apple, Citrus",Panama
"Colombia - Daniel, Finca El Paraiso",Geisha,"Tropical Fruit, Floral, Jasmine, Papaya, Honey, Orange, Citrus, Tea, Sweet",Panama
"Colombia - Condor, Decaf",Caturra,"Peach, Berry, Cinnamon, Spice, Caramel, Stone Fruit",Colombia
Colombia - Cerro Azul Geisha Hybrid Washed,Geisha,"Tropical Fruit, Lavender, Sugar, Floral, Flower, Melon, Orange, Citrus, Sweet",Panama
"Colombia - Caturra Chiroso, Finca El Paraiso","Caturra, Chiroso","Tropical Fruit, Lavender, Floral, Clove, Herb, Spice, Anise, Sweet",Colombia
Colombia - Aroma Nativo Pink Bourbon,Pink Bourbon,"Green Apple, Fermented, Ginger, Lemon, Spice, Citrus, Ale",Colombia
Colombia - Aroma Nativo Castillo CM,Castillo,"Tropical Fruit, Tamarind, Plum, Berry, Chocolate, Citrus, Stone Fruit",Colombia
Burundi - Kivuvuma Natural,Mibirizi,"Biscuit, Dried Fruit, Butter, Cream, Caramel, Apple, Raisin",Burundi
Burundi - Kivuvuma Anaerobic,Mibirizi,"Tropical Fruit, Tamarind, Straw Berry, Berry, Red Grape, Citrus, Sweet",Burundi
Brazil - Santuario Sul Natural,Yellow Bourbon,"Nut, Cran Berry, Plum, Chocolate, Berry, Wal Nut, Stone Fruit",Brazil
Brazil - Santa Ines,Yellow Bourbon,"Nut, Sweet Cream, Almond, Milk Chocolate, Brown Sugar, Caramel",Brazil
Brazil - Fazenda IP Natural,Yellow Bourbon,"Nut, Dark Chocolate, Sweet Cream, Almond, Chocolate, Brown Sugar, Caramel",Brazil
Black Diamond,,"Nut, Dark Chocolate, Biscuit, Floral, Almond, Chocolate, Cream",Ethiopia
Bittersweet,,"Nut, Biscuit, Hazel Nut, Fudge, Chocolate, Butter, Cream, Caramel",Ethiopia
Benchmark,,"Nut, Almond, Chocolate, Brown Sugar, Caramel, Sweet",Ethiopia
Volcan Azul - Costa Rica - Washed Catuaì,Catuaì,"Sweet Cream, Milk Chocolate, Stone Fruit",Costa Rica
Regessa - Ethiopia - Natural Krume 74158,Krume 74158,"Berry, Rasp Berry, Floral, Citrus",Ethiopia
Regessa - Ethiopia - Natural Krume 74158,Krume 74158,"Berry, Rasp Berry, Floral, Citrus",Ethiopia
Sustainable Profile Coffee - Ecuador,Ethiopia & Typica,"Nut, Tropical Fruit, Nougat, Sweet Cream, Melon",Ecuador
Sustainable Profile Coffee - Brazil,Ruby,"Nut, Caramel, Sweet",Brazil
Pillcocaja - Ecuador - Red Honey Ethiopia,Ethiopia,"Nut, Sugar, Floral, Nougat, Sweet Cream",Ecuador
Pillcocaja - Ecuador - Red Honey Ethiopia,Ethiopia,"Nut, Sugar, Floral, Nougat, Sweet Cream",Ecuador
Pillcocaja - Ecuador - Natural Typica,Typica,"Plum, Caramel, Pear, Stone Fruit",Ecuador
Pillcocaja - Ecuador - Natural Typica,Typica,"Plum, Caramel, Pear, Stone Fruit",Ecuador
El Socorro - Guatemala - Washed Java,Java,"Tropical Fruit, Sweet Cream, Melon, Butter, Caramel",Colombia
El Socorro - Guatemala - Natural Maracaturra,Maracaturra,"Nut, Floral, Hazel Nut, Plum, Stone Fruit",Nicaragua
El Socorro - Guatemala - Natural Maracaturra,Maracaturra,"Nut, Floral, Hazel Nut, Plum, Stone Fruit",Nicaragua
El Socorro - Guatemala - Washed Pacamara,Pacamara,"Nut, Tropical Fruit, Nougat, Sweet Cream, Melon, Herb",El Salvador
El Socorro - Guatemala - Washed Pacamara,Pacamara,"Nut, Tropical Fruit, Nougat, Sweet Cream, Melon, Herb",El Salvador
Pillcocaja - Ecuador - Anaerobic Pacamara - Limited,Pacamara,"Grape Fruit, Caramel, Citrus, Floral",El Salvador
El Socorro - Guatemala - Washed Gesha Limited,Gesha,"Tropical Fruit, Nectarine, Floral, Jasmine, Melon, Tea, Stone Fruit",Colombia
Hacienda La Esmeralda - Panama - Natural Gesha (Trapiche) Limited,Gesha,"Berry, Rasp Berry, Red Apple, Floral",Colombia
Sustainable Profile Coffee - Guatemala,Yellow Bourbon,"Nut, Tropical Fruit, Macadamia, Melon, Honey",Brazil
Sustainable Profile Coffee - Costa Rica,Caturra & Catuai,"Sweet Cream, Berry, Brown Sugar, Milk Chocolate, Cherry, Caramel",Costa Rica
Pillcocaja - Ecuador - Anaerobic Sidra - Limited,Sidra,"Berry, Tropical Fruit, Melon, Floral",Colombia
Spring Bloom - Filter Blend,"Bourbon, Typica, Colombia","Tropical Fruit, Floral, White Chocolate, Chocolate, Melon, Orange, Citrus",Colombia
Decaf Colombia Filter,"Castillo, Caturra, Colombia, Bourbon","Dark Chocolate, Fig, Sugar, Chocolate, Sweet",Colombia
La Esperanza - Peru Filter,"Caturra, Catuai, Bourbon, Gesha And Catimor","Nut, Nougat, Sweet Cream, Berry, Vanilla, Cherry",Peru
La Montaña – El Salvador Filter,Pacamara,"Black Berry, Fudge, Berry, Milk Chocolate, Cream, Rasp Berry",El Salvador
Sonora Villalobos - Costa Rica Filter,Villalobos,"Nut, Roasted, Almond, Plum, Caramel, Stone Fruit",Costa Rica
Sonora Geisha Natural - Costa Rica Filter,Geisha,"Tropical Fruit, Floral, Sweet, Passion Fruit, Honey, Mango, Stone Fruit",Panama
Don Martin Catuaí Amarillo - Costa Rica Filter,Catuaí Amarillo,"Black Berry, White Chocolate, Lemon, Berry, Chocolate, Citrus",Costa Rica
La Esperanza - Peru Espresso,"Bourbon, Catimor, Caturra, Geisha, Pache","Honey, Citrus, Fig, Sweet",Peru
La Montaña – El Salvador Espresso,Pacamara,"Toffee, Berry, Milk Chocolate, Cream, Caramel, Rasp Berry",El Salvador
Sonora Villalobos - Costa Rica Espresso,Villalobos,"Tropical Fruit, Sweet Cream, Berry, Milk Chocolate, Cherry, Orange, Citrus",Costa Rica
Endless Summer - Classic Espresso,Red Catuai,"Tropical Fruit, Sugar, Chocolate, Melon, Cocoa, Sweet",Brazil
Decaf - Colombia Espresso,"Castillo, Caturra, Colombia, Bourbon","Dark Chocolate, Fig, Chocolate, Brown Sugar, Caramel, Sweet",Colombia
Little Flower - Classic Espresso,Selection 795,"Nut, Hazel Nut, Marzipan, Chocolate, Cocoa, Sweet",India
Italo Disco - Classic Espresso,Catuai Pb,"Dark Chocolate, Chocolate, Berry, Jam, Cherry, Caramel, Sweet",Brazil
Wild at Heart - perfect Espresso,"Yellow Catuai, Heirloom","Chocolate, Caramel, Straw Berry, Berry",Ethiopia
COLOMBIA NEVADO DEL HUILA DECAF,"Caturra, Typica, Bourbon","Nut, Chocolate",Peru
NICARAGUA LAS CUMBRES,Caturra,"Tropical Fruit, Fermented, Cinnamon, Cream, Orange, Citrus, Spice",Colombia
BRAZIL FAZENDA DO JUQUINHA,Yellow Catucai,"Nut, Milk, Sweet Cream, Almond, Tea",Brazil
PERU ANIBAL ALARCÓN,Marshell,"Spice, Apple, Cinnamon",Peru
HONDURAS ISAIAS FERNANDEZ,"San Ramon, Catimor","Pie, Black Berry, Sweet Cream, Berry, Grape Fruit, Citrus",Honduras
RWANDA HUMURE REMERA HILL,Red Bourbon,"Milk, Tropical Fruit, Water Melon, Straw Berry, Berry, Cream",Rwanda
RWANDA AKAGERA IKIZERE,Red Bourbon,"Tropical Fruit, Citrus, Lime, Apple",Rwanda
PERU LAS GARMAS G E S H A,Gesha,"Tropical Fruit, Floral, Candy, Yuzu, Citrus, Sweet",Colombia
Decaf Colombia - Diego Bermudez - Anaerobic,Castillo,"Spice, Candy, Caramel, Sweet",Colombia
Colombia - Wilton Benitez - Anaerobic Red Bourbon,Red Bourbon,"Rose, Floral, Berry, Jam, Rasp Berry, Sweet",Rwanda
Colombia - Luis Guzman - Washed Caturra,Caturra,"Tropical Fruit, Vanilla, Orange, Citrus, Sweet",Colombia
Colombia - Mario Gomez - Natural Pink Bourbon,Pink Bourbon,"Berry, Straw Berry, Sweet, Jam",Colombia
Colombia - Nestor Lasso - Washed Pink Bourbon,Pink Bourbon,"Green Apple, Fennel, Vegetal, Spice, Caramel, Sweet",Colombia
Colombia - Sebastian Ramirez - Washed Pink Bourbon,Pink Bourbon,"Floral, Berry, Cherry, Honey, Sweet",Colombia
Colombia - Gloria Cecilia - Washed Chiroso,Chiroso,"Tropical Fruit, Fudge, Chocolate, Grape Fruit, Citrus, Anise, Spice",Colombia
A Coffee For Daniel - A Coffee Collaboration With Real Estate,Typica,,Ecuador
Inzá Decaf,"Castillo, Caturra, Colombia","Sweet Cream, Milk Chocolate, Citrus",Colombia
GUATEMALA | Farms of Antigua | Bourbon & Catuai | Washed,Bourbon & Catuai,"Chocolate, Red Apple",Peru
GUATEMALA | Los Moritas | Red Pacamara | Washed,Red Pacamara,"Tropical Fruit, Green Apple, Lemon, Chocolate, Herb, Spice, Orange, Citrus",Nicaragua
"Qabballe, Ethiopia",Ethiopian Heirloom,"Sugar, Plum, Berry, Cherry, Sweet, Stone Fruit",Ethiopia
Total Eclipse of the Coffee,,"Berry, Tropical Fruit, Apple, Cran Berry",Ethiopia
"Copa de Oro #1 | Colombia Ivan Camilo Lopez, Washed Pink Bourbon",Pink Bourbon,"Tropical Fruit, Lime, Water Melon, Currant, Berry, Citrus, Sweet",Colombia
Luito | Panama,Geisha,"Tropical Fruit, Floral, Jasmine, Sweet, Honey, Tea",Panama
Java Papatong (Anaerobic Honey),"Typica, Sigarar Utang","Nut, Fermented, Amaretto, Sweet, Berry, Apricot, Tea, Stone Fruit",Indonesia
"Norma Erazo, Honey Processed","Pacas, Ih90","Chocolate, Berry, Apricot, Rasp Berry, Stone Fruit",Honduras
HONDURAS | Ovidio Gomez | Pacas | Washed,Pacas,"Green Apple, Vanilla, Brown Sugar, Caramel, Sweet",Honduras
"El Cairo Gesha ESPRESSO - Colombia, washed",Gesha,"Tropical Fruit, Black Berry, Berry, Apricot, Orange, Citrus, Stone Fruit",Colombia
"Milton Sanchez & Jorge Rojas Gesha - Colombia, anaerobic yellow honey",Gesha,"Tropical Fruit, Peach, Orange, Citrus, Stone Fruit",Colombia
B7 Anaerobic Natural Hacienda La Papaya,B7,"Tropical Fruit, Orange, Citrus, Melon",Ecuador
Gesha Salma Bermudez Finca El Paraiso,Gesha,"Tropical Fruit, Floral, Elder Flower, Chocolate, Mango, Stone Fruit",Colombia
Sakura Nagashi,Sidra / Orange Gesha / Landraces,"Floral, Flower, Plum, Berry, Cherry, Honey, Sweet, Stone Fruit",Colombia
"Roger y Jaime, Honduras Espresso",Pacas,"Floral, Fermented, Berry, Chocolate, Cocoa, Sweet",Honduras
"La Esperanza, Guatemala",Villa Sarchi,"Nut, Roasted, Fermented, Vegetal, Wal Nut, Apple, Sweet",Costa Rica
Manuel Marlo - Bourbon,Bourbón,"Peach, Sweet Cream, Honey, Citrus, Apple, Stone Fruit",Rwanda
Sugar Glider Espresso,Heirlooms,"Black Berry, Cherry, Berry, Grape Fruit, Citrus",Colombia
Peru La Palestina Geisha 7oz,Geisha,"Floral, Vegetal, Lemon, Blue Berry, Berry, Herb, Citrus",Panama
Colombia Los Monjes AA,"Caturra, Castillo, Typica, Colombia","Berry, Cherry, Honey, Apple, Sweet, Spice",Colombia
Ecuador La Papaya #28,,"Cream, Nut, Nutmeg, Stone Fruit",Ethiopia
Ecuador La Papaya #19,Typica Mejorado,"Floral, Jasmine, Straw Berry, Berry, Tea",Ecuador
Brazil Robusta Anaerobic,R15 Robusta,"Dark Chocolate, Sweet Cream, Dried Fruit, Chocolate, Raisin",Brazil
Ethiopia Gori Gesha Forest Carbonic Maceration,Gori Gesha And Gesha 1931,"Wine, Fermented, Straw Berry, Berry, Candy, Sweet",Ethiopia
Costa Rica Solis & Cordero Santa Maria Anaerobic Natural,Gesha,"Green Grape, Berry, Tropical Fruit, Tea",Colombia
Rwanda Dukorere Kawa Bukure Natural - Stronghold S9x,Bourbon,"Blue Berry, Berry, Stone Fruit",Rwanda
Kenya Kaguyu AA - Stronghold S9x,"Batian, Sl28 & Sl34","Sweet Cream, Stone Fruit",Kenya
Gore Kone,Ethiopian Heirloom,"Lime, Peach, Citrus, Acai, Sweet, Stone Fruit",Ethiopia
Ethiopia - Layo Teraga Boye | Natural,74110,"Black Berry, Tropical Fruit, Peach, Guava, Straw Berry, Berry, Cherry, Apple, Stone Fruit",Ethiopia
"JOSÉ DEBONA ROMÃO. BRAZIL. ESPÍRITO SANTO | JADE CLOUD TEA, HONEY, WALNUT.",Catucái 785,"Nut, Sweet, Honey, Wal Nut, Tea",Brazil
COLOMBIA STRAWBERRY HONEY Coferment,"Castillo, Caturra, Colombia","Sweet Cream, Straw Berry, Chocolate, Berry, Jam, Vanilla",Colombia
Peru Teodulo Cordova Cruz,"Caturra, Bourbon And Pache","Nut, Sugar, Sweet Cream, Almond, Red Apple",Peru
Ecuador Hacienda La Papaya Typica,Typica,"Nut, Sugar, Sweet, Apricot, Nutmeg, Tea, Stone Fruit",Ecuador
Ecuador Hacienda La Papaya Oak Barrel Anaerobic,Typica,"Nut, Wine, Floral, Jasmine, Fermented, Straw Berry, Berry, Cream, Tea, Ale, Spice",Ecuador
Ecuador La Soledad Gesha Natural,Gesha,"Tropical Fruit, Floral, Jasmine, Fermented, Ginger, Blue Berry, Berry, Melon, Spice, Acid, Tea, Ale",Colombia
Rwanda Gitwe Site,Red Bourbon,"Plum, Brown Sugar, Caramel, Sweet, Stone Fruit",Rwanda
Yuki Minami Pineapple Anaerobic,Red Catuaí,"Nut, Tropical Fruit, Peach, Marzipan, Almond, Honey, Orange, Citrus, Sweet, Stone Fruit",Honduras
Yuki Minami Aerobic Natural,Red Catuai & Yellow Catuai,"Berry, Red Apple, Cherry, Sweet, Spice",Brazil
Kayanza | Burundi,Red Bourbon,"Berry, Apricot, Brown Sugar, Cherry, Caramel, Sweet, Stone Fruit",Rwanda
Santa Barbara | Honduras,Geisha,"Nut, Floral, Macadamia, Chamomile, Red Apple",Panama
Elida Estate Typica,Typica,"Tropical Fruit, Peach, Sugar, Apple, Sweet, Stone Fruit",Ecuador
La Hierba Santa,Red & Yellow Bourbon,"Pomegranate, Floral, White Grape, Honey, Sweet",Brazil
Nueva Llusta,Typica And Caturra,"Nut, Hazel Nut, Sweet Cream, Berry, Cherry",Bolivia
Colombia | Jhon Jairo Gomez - Washed Tabi,Tabi,"Pomegranate, Sugar, Berry, Cherry, Sweet, Confectionary",Colombia
Jhon Alexander Bermudez FINCA LA ESTRELLA - LATE HARVEST CHIROSO - WASHED Colombia,Chiroso,"Peach, Fermented, Acid, Sweet, Stone Fruit",Colombia
Juan Jiménez EL PORVENIR - LATE HARVEST Pink Bourbon - Washed Colombia,Pink Bourbon,"Tropical Fruit, Lime, Floral, Lychee, Citrus, Sweet",Colombia
Colombia Tío Conejo Gesha,Gesha,"Tropical Fruit, Concord Grape, Sweet, Caramel, Citrus, Tea, Blood Orange",Colombia
Julio Madrid - Nitro Caturra,Caturra,"Rose, Tropical Fruit, Water Melon, Guava, Floral, Candy, Apple, Sweet",Colombia
Wilton Benitez - Pink Bourbon,Pink Bourbon,"Tropical Fruit, Sugar, Guava, Dried Fruit, Passion Fruit, Apple, Sweet",Colombia
